SeniorCitizen,tenure,MonthlyCharges,gender_Female,gender_Male,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,Churn_No,Churn_Yes,Charges_Per_Tenure,TotalCharges
0.0,0.2222222222222222,0.20547263681592037,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.025114304784427055,0.0727953216374269
1.0,0.125,0.6099502487562188,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.09543410819769667,0.08373684210526315
0.0,0.19444444444444442,0.4696517412935324,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0508645333106682,0.10716959064327487
1.0,0.8055555555555555,0.800497512437811,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.01747827784336422,0.6695438596491229
0.0,0.736111111111111,0.27910447761194024,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.007358929198205046,0.2870058479532163
0.0,0.9722222222222222,0.8069651741293532,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.014083309939959337,0.8133918128654971
1.0,0.19444444444444442,0.771641791044776,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07597240519598263,0.1568654970760234
0.0,0.3055555555555555,0.49004975124378103,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03313741539837366,0.1736842105263158
0.0,0.1388888888888889,0.5960199004975125,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08488067964503308,0.09140350877192983
0.0,0.40277777777777773,0.07810945273631842,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.007515192724491098,0.0885263157894737
0.0,0.013888888888888888,0.5109452736318407,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4285580723301177,0.008140350877192983
0.0,0.6805555555555555,0.6577114427860695,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.01765347839020866,0.4834093567251462
1.0,0.9444444444444444,0.8154228855721393,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.014739483345743728,0.7969122807017545
0.0,0.013888888888888888,0.5950248756218905,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.48098678339212103,0.009128654970760234
0.0,0.41666666666666663,0.2199004975124378,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.012871147326587716,0.14157894736842105
0.0,1.0,0.6064676616915423,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.010182312693893162,0.6669473684210527
0.0,0.1388888888888889,0.026368159203980085,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.020296629977476523,0.024444444444444446
0.0,0.09722222222222221,0.5507462686567164,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11088351536271303,0.06025730994152046
0.0,0.125,0.5621890547263682,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.08947771025455784,0.07868421052631579
0.0,0.013888888888888888,0.31492537313432833,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.30632782287195615,0.0058362573099415204
0.0,0.2777777777777778,0.5039800995024876,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.03743309231388787,0.16116959064327485
0.0,0.013888888888888888,0.019900497512437804,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12236199056563685,0.002368421052631579
0.0,0.40277777777777773,0.5746268656716418,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.02815576615245138,0.2577777777777778
0.0,0.013888888888888888,0.554726368159204,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4558582295695041,0.008654970760233919
0.0,0.041666666666666664,0.6373134328358209,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25203773745272195,0.02887719298245614
0.0,0.2777777777777778,0.7079601990049752,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0495467984482476,0.20912280701754388
0.0,0.8888888888888888,0.8049751243781095,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.015647966839161438,0.7421754385964913
0.0,0.013888888888888888,0.019402985074626844,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12205176150609837,0.0023625730994152046
0.0,0.08333333333333333,0.11144278606965174,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.04892634032917064,0.020666666666666667
0.0,0.6944444444444444,0.015422885572139305,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0015368962595024836,0.11578947368421053
0.0,0.08333333333333333,0.4069651741293532,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.10157664357655859,0.04150877192982456
0.0,0.09722222222222221,0.26368159203980096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06613297352428713,0.036637426900584795
0.0,1.0,0.7218905472636815,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.01215417959287748,0.7646315789473684
0.0,0.1111111111111111,0.3114427860696517,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06503855434202636,0.0463625730994152
0.0,0.9305555555555555,0.8800995024875623,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.016190657130643684,0.8361286549707604
1.0,0.3333333333333333,0.7492537313432835,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.043154307084271815,0.26259649122807016
0.0,1.0,0.7582089552238807,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.012774637711954443,0.7953684210526317
0.0,0.4583333333333333,0.011940298507462671,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0038179922855207274,0.0750701754385965
0.0,0.027777777777777776,0.06766169154228854,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10033572733840466,0.005859649122807018
0.0,0.9722222222222222,0.49452736318407964,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.008595314182489867,0.5563157894736842
0.0,0.3055555555555555,0.46766169154228854,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0319234756001796,0.16789473684210526
0.0,0.8194444444444444,0.8079601990049752,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.017287408099953255,0.6862631578947369
0.0,0.5,0.020895522388059695,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0035442607623985384,0.0856842105263158
0.0,0.7083333333333333,0.01691542288557213,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0014800443277771052,0.119
0.0,0.736111111111111,0.5885572139303483,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.014505687532758207,0.47978947368421065
0.0,0.2777777777777778,0.014427860696517386,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.008360197591424484,0.046081871345029245
0.0,0.875,0.8104477611940298,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.016050369725043562,0.7346315789473685
0.0,0.5555555555555556,0.5626865671641791,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.01935837623643331,0.3499415204678363
0.0,0.4861111111111111,0.008955223880596996,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0033202064416207465,0.07839181286549708
0.0,0.3611111111111111,0.6039800995024875,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.03300453145338616,0.24008187134502929
1.0,0.375,0.7691542288557214,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.039065488079554636,0.30173684210526314
0.0,0.736111111111111,0.44378109452736314,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.011162107668843466,0.3895964912280702
1.0,0.4722222222222222,0.5303482587064676,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.022087094835384326,0.2845263157894737
1.0,0.2638888888888889,0.7631840796019901,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05563171985890954,0.211
0.0,0.5972222222222222,0.6751243781094527,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.021001696021882163,0.43301754385964913
0.0,0.08333333333333333,0.012935323383084563,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.031376239246707995,0.013719298245614037
0.0,0.7777777777777777,0.06517412935323383,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0021182956115374497,0.1624327485380117
0.0,0.7916666666666666,0.20945273631840794,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00512749872142251,0.262
0.0,0.4722222222222222,0.6547263681592039,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.026518938543076916,0.33423391812865494
0.0,0.1388888888888889,0.17910447761194026,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.03761305202807901,0.042397660818713455
0.0,0.013888888888888888,0.019900497512437804,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12236199056563685,0.002368421052631579
0.0,0.18055555555555555,0.056218905472636804,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.017903434375322526,0.036339181286549706
0.0,0.7777777777777777,0.799502487562189,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.018184895326583,0.6458011695906433
0.0,0.7638888888888888,0.8497512437810945,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.019687251467668795,0.6667543859649123
0.0,0.5,0.7427860696517413,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.02787628051322753,0.39115789473684215
0.0,0.6527777777777778,0.01641791044776117,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0018638533565650977,0.10939181286549708
0.0,0.16666666666666666,0.01840796019900498,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.015905695596316483,0.028210526315789478
0.0,0.013888888888888888,0.6686567164179105,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5269006842038164,0.009994152046783627
1.0,0.3333333333333333,0.6194029850746269,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.03667672432110833,0.22596491228070176
0.0,0.875,0.8124378109452737,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.016089148357485875,0.7361052631578948
1.0,0.4861111111111111,0.21492537313432836,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.010455474811005814,0.16312865497076023
0.0,0.9305555555555555,0.4203980099502488,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.007759726218480253,0.474093567251462
0.0,0.3472222222222222,0.6621890547263681,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.03719218183541842,0.247953216374269
0.0,0.29166666666666663,0.8517412935323382,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05529610842177243,0.2550701754385965
0.0,0.18055555555555555,0.49303482587064673,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05681502212886345,0.10308771929824562
0.0,0.4861111111111111,0.5666666666666667,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.022640582871767272,0.3078362573099415
1.0,0.986111111111111,0.06567164179104479,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0010021059689582063,0.20635672514619885
0.0,0.40277777777777773,0.010945273631840807,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.004723131188644767,0.06563157894736843
0.0,0.986111111111111,0.309452736318408,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.005224668168231977,0.4098070175438597
1.0,0.09722222222222221,0.7039800995024875,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1347711529471761,0.0728654970760234
1.0,0.7916666666666666,0.3656716417910447,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.00848653060745986,0.3666666666666667
0.0,0.9027777777777777,0.5761194029850747,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.011036762594282462,0.5789181286549708
0.0,0.375,0.020398009950248763,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0057158641791679055,0.06410526315789475
0.0,0.08333333333333333,0.5636815920398011,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.12949725893502192,0.052561403508771934
1.0,1.0,0.9860696517412934,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.016667374952190728,0.9882105263157894
0.0,0.013888888888888888,0.014925373134328346,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11925969997025203,0.002309941520467836
0.0,0.15277777777777776,0.2681592039800995,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.043460399756349785,0.05815204678362574
0.0,0.5416666666666666,0.06915422885572137,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.004536993752921678,0.11494736842105263
1.0,0.8194444444444444,0.7114427860696517,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.015281260181604408,0.619327485380117
0.0,0.3611111111111111,0.5646766169154228,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.031189116956827637,0.2280701754385965
1.0,0.027777777777777776,0.3154228855721393,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.20333177510518047,0.01168421052631579
0.0,1.0,0.47213930348258704,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.007887467595937274,0.5532631578947369
0.0,0.9027777777777777,0.48557213930348253,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.009325802326524777,0.5097368421052632
0.0,1.0,0.9218905472636817,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.015570948960945139,0.9338947368421053
0.0,0.08333333333333333,0.6935323383084577,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15263148308917723,0.06171929824561404
1.0,0.4444444444444444,0.015422885572139305,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0041647188814755,0.07410526315789474
0.0,0.6944444444444444,0.5716417910447761,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.015138311497307268,0.4426900584795322
0.0,0.8472222222222222,0.43681592039800987,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.00915840600114331,0.44340935672514625
0.0,0.20833333333333331,0.8258706467661691,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.07524595214823,0.17763157894736842
0.0,1.0,0.9641791044776119,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.01629340019548681,0.9696842105263159
0.0,0.125,0.006965174129353213,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02023458416556883,0.01994736842105263
0.0,0.013888888888888888,0.01243781094527363,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11770855467255963,0.002280701754385965
0.0,0.16666666666666666,0.6796019900497512,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07933560638503055,0.12147368421052632
0.0,0.5138888888888888,0.10298507462686568,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.006058748929184123,0.12376608187134504
0.0,0.8472222222222222,0.021393034825870627,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0008022361716390589,0.1455438596491228
0.0,0.25,0.015422885572139305,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.009650874881734958,0.041684210526315796
0.0,0.29166666666666663,0.27263681592039796,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.02246823339424589,0.11212280701754386
0.0,0.9444444444444444,0.37960199004975126,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.006862362877462292,0.44856140350877194
1.0,0.16666666666666666,0.5477611940298507,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.06668780626538479,0.10287719298245614
1.0,0.027777777777777776,0.06069651741293533,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09744025611604552,0.005695906432748539
0.0,0.861111111111111,0.8268656716417909,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0166822152203139,0.7349356725146199
1.0,0.40277777777777773,0.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.037524683750513516,0.3346023391812866
0.0,0.013888888888888888,0.1527363184079602,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.20519314946241132,0.003929824561403509
1.0,0.06944444444444445,0.6134328358208956,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.16196790050004964,0.04672514619883041
0.0,0.013888888888888888,0.024378109452736302,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12515405210148317,0.0024210526315789475
0.0,0.861111111111111,0.8537313432835821,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.01721403646523701,0.7545146198830409
0.0,0.5,0.019900497512437804,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.003510722485691675,0.08526315789473685
1.0,0.38888888888888884,0.8462686567164178,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.04092151365989692,0.33829239766081876
0.0,0.9583333333333333,0.5517412935323384,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.009784296702829704,0.5947719298245614
0.0,0.15277777777777776,0.7756218905472637,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0961993398778916,0.12376608187134504
0.0,0.875,0.9004975124378108,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.017805102843058095,0.8013157894736842
0.0,0.3194444444444444,0.018905472636815884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.007137747368719277,0.0542046783625731
0.0,0.1388888888888889,0.014925373134328346,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.018999308455770147,0.023099415204678363
0.0,0.986111111111111,0.07661691542288557,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0011916903942317228,0.21549122807017546
1.0,0.625,0.5154228855721392,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.015616217644439436,0.3686842105263158
0.0,0.9722222222222222,0.057711442786069655,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0009226067381296831,0.19690058479532166
0.0,0.3055555555555555,0.6616915422885572,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.04244428718452809,0.2180701754385965
0.0,0.7222222222222222,0.04776119402985074,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.002116036412825153,0.140187134502924
0.0,0.7638888888888888,0.854726368159204,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.01979804756036111,0.6699707602339181
0.0,0.9027777777777777,0.4149253731343284,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.007990877282450102,0.4557602339181287
0.0,1.0,0.012935323383084563,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.24971314436271e-05,0.16463157894736843
0.0,0.1388888888888889,0.013432835820895522,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.018830092605112796,0.022923976608187135
0.0,0.09722222222222221,0.01791044776119402,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.027819684671284695,0.016415204678362574
1.0,0.06944444444444445,0.6696517412935323,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.17365319507599905,0.050029239766081875
0.0,0.3333333333333333,0.6004975124378109,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.03573362798011134,0.2206315789473684
0.0,1.0,0.980597014925373,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.016573881263014748,0.9835789473684211
0.0,0.29166666666666663,0.25174129353233826,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.02128372243964442,0.10696491228070175
0.0,0.9583333333333333,0.4233830845771144,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.007497465349660327,0.49066666666666664
0.0,0.611111111111111,0.36467661691542286,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.011858399558029833,0.2825263157894737
